RNAseq	miRNAseq	validated_c	predicted_c	normalized_counts_RNA_vs_miRNA_normalized_counts_correlation	Eigengene_RNA_vs_miRNA_Eigengene_correlation	Eigengene_RNA_vs_miRNA_hub_1_correlation	Eigengene_RNA_vs_miRNA_normalized_counts_correlation	hub_1_RNA_vs_miRNA_normalized_counts_correlation	hub_1_RNA_vs_miRNA_Eigengene_correlation	hub_1_RNA_vs_miRNA_hub_1_correlation	Target_SYMBOL	miRNA_name
ENSMUSG00000047423	MIMAT0000165	1	0	0.72	0.67	0.6	0.83	0.78	0.75	0.73	AI837181	mmu-miR-155-5p
ENSMUSG00000047428	MIMAT0000154	0	0	0.43	-0.09	0.11	0.53	0.51	-0.12	0.09	Dlk2	mmu-miR-142a-5p
ENSMUSG00000047428	MIMAT0000158	0	0	0.62	0.62	0.67	0.73	0.69	0.58	0.57	Dlk2	mmu-miR-146a-5p
ENSMUSG00000047428	MIMAT0000165	0	0	0.63	0.62	0.67	0.78	0.77	0.58	0.57	Dlk2	mmu-miR-155-5p
ENSMUSG00000047514	MIMAT0000154	0	2	-0.35	-0.18	-0.35	-0.57	-0.58	-0.15	-0.32	Tspyl1	mmu-miR-142a-5p
ENSMUSG00000047514	MIMAT0000158	0	0	-0.43	-0.88	-0.84	-0.74	-0.7	-0.83	-0.82	Tspyl1	mmu-miR-146a-5p
ENSMUSG00000047514	MIMAT0000165	1	0	-0.54	-0.88	-0.84	-0.75	-0.72	-0.83	-0.82	Tspyl1	mmu-miR-155-5p
ENSMUSG00000047649	MIMAT0000154	0	0	0.39	-0.11	-0.01	0.42	0.47	-0.09	0.06	Cd3eap	mmu-miR-142a-5p
ENSMUSG00000047649	MIMAT0000158	0	0	0.55	0.67	0.6	0.67	0.7	0.75	0.73	Cd3eap	mmu-miR-146a-5p
ENSMUSG00000047649	MIMAT0000165	1	0	0.64	0.67	0.6	0.83	0.78	0.75	0.73	Cd3eap	mmu-miR-155-5p
ENSMUSG00000047675	MIMAT0000154	0	0	-0.49	0.12	-0.04	-0.37	-0.38	0.08	-0.09	Gm15501	mmu-miR-142a-5p
ENSMUSG00000047675	MIMAT0000158	0	0	-0.55	-0.29	-0.35	-0.49	-0.51	-0.33	-0.38	Gm15501	mmu-miR-146a-5p
ENSMUSG00000047675	MIMAT0000165	1	0	-0.53	-0.29	-0.35	-0.52	-0.52	-0.33	-0.38	Gm15501	mmu-miR-155-5p
ENSMUSG00000047710	MIMAT0000154	0	0	-0.38	0.12	-0.04	-0.37	-0.38	0.08	-0.09	Champ1	mmu-miR-142a-5p
ENSMUSG00000047710	MIMAT0000158	0	0	-0.51	-0.29	-0.35	-0.49	-0.51	-0.33	-0.38	Champ1	mmu-miR-146a-5p
ENSMUSG00000047710	MIMAT0000165	0	0	-0.58	-0.29	-0.35	-0.52	-0.52	-0.33	-0.38	Champ1	mmu-miR-155-5p
ENSMUSG00000047731	MIMAT0000154	0	0	0.54	0.3	0.34	0.82	0.81	0.29	0.35	Wbp1l	mmu-miR-142a-5p
ENSMUSG00000047731	MIMAT0000158	0	3	0.71	0.72	0.67	0.92	0.93	0.73	0.68	Wbp1l	mmu-miR-146a-5p
ENSMUSG00000047731	MIMAT0000165	2	7	0.87	0.72	0.67	0.97	0.98	0.73	0.68	Wbp1l	mmu-miR-155-5p
ENSMUSG00000047735	MIMAT0000154	0	0	0.42	0.12	0.06	0.49	0.51	0.04	0.02	Samd9l	mmu-miR-142a-5p
ENSMUSG00000047735	MIMAT0000158	0	0	0.6	0.46	0.36	0.81	0.84	0.51	0.48	Samd9l	mmu-miR-146a-5p
ENSMUSG00000047735	MIMAT0000165	1	0	0.79	0.46	0.36	0.86	0.88	0.51	0.48	Samd9l	mmu-miR-155-5p
ENSMUSG00000047797	MIMAT0000154	0	0	0.45	-0.04	0.06	0.57	0.56	-0.08	0.05	Gjb1	mmu-miR-142a-5p
ENSMUSG00000047797	MIMAT0000158	0	0	0.67	0.66	0.66	0.81	0.79	0.66	0.71	Gjb1	mmu-miR-146a-5p
ENSMUSG00000047797	MIMAT0000165	0	0	0.62	0.66	0.66	0.95	0.91	0.66	0.71	Gjb1	mmu-miR-155-5p
ENSMUSG00000047798	MIMAT0000154	0	0	0.8	0.3	0.34	0.82	0.81	0.29	0.35	Cd300lf	mmu-miR-142a-5p
ENSMUSG00000047798	MIMAT0000158	0	0	0.92	0.72	0.67	0.92	0.93	0.73	0.68	Cd300lf	mmu-miR-146a-5p
ENSMUSG00000047798	MIMAT0000165	1	0	0.89	0.72	0.67	0.97	0.98	0.73	0.68	Cd300lf	mmu-miR-155-5p
ENSMUSG00000047824	MIMAT0000154	0	0	0.5	-0.04	0.06	0.57	0.56	-0.08	0.05	Pygo2	mmu-miR-142a-5p
ENSMUSG00000047824	MIMAT0000158	0	0	0.73	0.66	0.66	0.81	0.79	0.66	0.71	Pygo2	mmu-miR-146a-5p
ENSMUSG00000047824	MIMAT0000165	1	0	0.92	0.66	0.66	0.95	0.91	0.66	0.71	Pygo2	mmu-miR-155-5p
ENSMUSG00000047843	MIMAT0000154	0	0	0.5	-0.11	-0.14	0.52	0.57	-0.05	-0.06	Bri3	mmu-miR-142a-5p
ENSMUSG00000047843	MIMAT0000158	0	0	0.66	0.51	0.54	0.7	0.7	0.52	0.53	Bri3	mmu-miR-146a-5p
ENSMUSG00000047843	MIMAT0000165	0	0	0.77	0.51	0.54	0.89	0.94	0.52	0.53	Bri3	mmu-miR-155-5p
ENSMUSG00000047867	MIMAT0000154	0	0	0.7	0.3	0.34	0.82	0.81	0.29	0.35	Gimap6	mmu-miR-142a-5p
ENSMUSG00000047867	MIMAT0000158	0	0	0.47	0.72	0.67	0.92	0.93	0.73	0.68	Gimap6	mmu-miR-146a-5p
ENSMUSG00000047867	MIMAT0000165	1	1	0.43	0.72	0.67	0.97	0.98	0.73	0.68	Gimap6	mmu-miR-155-5p
ENSMUSG00000047881	MIMAT0000154	0	0	0.67	0.39	0.44	0.89	0.85	0.41	0.42	Rell1	mmu-miR-142a-5p
ENSMUSG00000047881	MIMAT0000158	0	0	0.55	0.72	0.71	0.84	0.84	0.76	0.7	Rell1	mmu-miR-146a-5p
ENSMUSG00000047881	MIMAT0000165	1	5	0.8	0.72	0.71	0.9	0.88	0.76	0.7	Rell1	mmu-miR-155-5p
ENSMUSG00000047945	MIMAT0000154	0	0	0.57	0.02	0.08	0.65	0.67	0.05	0.09	Marcksl1	mmu-miR-142a-5p
ENSMUSG00000047945	MIMAT0000158	0	0	0.71	0.72	0.7	0.8	0.83	0.7	0.69	Marcksl1	mmu-miR-146a-5p
ENSMUSG00000047945	MIMAT0000165	1	0	0.77	0.72	0.7	0.93	0.92	0.7	0.69	Marcksl1	mmu-miR-155-5p
ENSMUSG00000047963	MIMAT0000154	0	0	0.1	-0.04	0.06	0.57	0.56	-0.08	0.05	Stbd1	mmu-miR-142a-5p
ENSMUSG00000047963	MIMAT0000158	0	0	0.34	0.66	0.66	0.81	0.79	0.66	0.71	Stbd1	mmu-miR-146a-5p
ENSMUSG00000047963	MIMAT0000165	1	1	0.61	0.66	0.66	0.95	0.91	0.66	0.71	Stbd1	mmu-miR-155-5p
ENSMUSG00000047996	MIMAT0000154	0	4	-0.29	0.1	-0.1	-0.58	-0.56	0.13	-0.06	Prrg1	mmu-miR-142a-5p
ENSMUSG00000047996	MIMAT0000158	0	0	-0.45	-0.67	-0.74	-0.72	-0.72	-0.6	-0.67	Prrg1	mmu-miR-146a-5p
ENSMUSG00000047996	MIMAT0000165	0	4	-0.66	-0.67	-0.74	-0.85	-0.85	-0.6	-0.67	Prrg1	mmu-miR-155-5p
ENSMUSG00000048004	MIMAT0000154	0	0	-0.54	0.11	0.01	-0.5	-0.55	0.13	0	Tmem196	mmu-miR-142a-5p
ENSMUSG00000048004	MIMAT0000158	0	0	-0.76	-0.56	-0.6	-0.77	-0.74	-0.61	-0.72	Tmem196	mmu-miR-146a-5p
ENSMUSG00000048004	MIMAT0000165	0	0	-0.91	-0.56	-0.6	-0.91	-0.92	-0.61	-0.72	Tmem196	mmu-miR-155-5p
ENSMUSG00000048027	MIMAT0000154	0	5	-0.63	0.1	-0.1	-0.58	-0.56	0.13	-0.06	Rgmb	mmu-miR-142a-5p
ENSMUSG00000048027	MIMAT0000158	0	0	-0.59	-0.67	-0.74	-0.72	-0.72	-0.6	-0.67	Rgmb	mmu-miR-146a-5p
ENSMUSG00000048027	MIMAT0000165	1	0	-0.56	-0.67	-0.74	-0.85	-0.85	-0.6	-0.67	Rgmb	mmu-miR-155-5p
ENSMUSG00000048047	MIMAT0000154	0	5	-0.27	0.1	-0.1	-0.58	-0.56	0.13	-0.06	Zbtb33	mmu-miR-142a-5p
ENSMUSG00000048047	MIMAT0000158	0	3	-0.4	-0.67	-0.74	-0.72	-0.72	-0.6	-0.67	Zbtb33	mmu-miR-146a-5p
ENSMUSG00000048047	MIMAT0000165	1	1	-0.66	-0.67	-0.74	-0.85	-0.85	-0.6	-0.67	Zbtb33	mmu-miR-155-5p
ENSMUSG00000048108	MIMAT0000154	0	3	-0.7	-0.09	-0.09	-0.62	-0.55	-0.03	-0.06	Tmem72	mmu-miR-142a-5p
ENSMUSG00000048108	MIMAT0000158	0	4	-0.91	-0.64	-0.63	-0.84	-0.81	-0.61	-0.63	Tmem72	mmu-miR-146a-5p
ENSMUSG00000048108	MIMAT0000165	0	0	-0.88	-0.64	-0.63	-0.94	-0.93	-0.61	-0.63	Tmem72	mmu-miR-155-5p
ENSMUSG00000048126	MIMAT0000154	0	0	0.92	0.39	0.44	0.89	0.85	0.41	0.42	Col6a3	mmu-miR-142a-5p
ENSMUSG00000048126	MIMAT0000158	0	0	0.69	0.72	0.71	0.84	0.84	0.76	0.7	Col6a3	mmu-miR-146a-5p
ENSMUSG00000048126	MIMAT0000165	0	0	0.72	0.72	0.71	0.9	0.88	0.76	0.7	Col6a3	mmu-miR-155-5p
ENSMUSG00000048163	MIMAT0000154	0	3	0.6	0.3	0.34	0.82	0.81	0.29	0.35	Selplg	mmu-miR-142a-5p
ENSMUSG00000048163	MIMAT0000158	0	0	0.76	0.72	0.67	0.92	0.93	0.73	0.68	Selplg	mmu-miR-146a-5p
ENSMUSG00000048163	MIMAT0000165	1	0	0.87	0.72	0.67	0.97	0.98	0.73	0.68	Selplg	mmu-miR-155-5p
ENSMUSG00000048175	MIMAT0000154	0	0	-0.43	0.12	-0.04	-0.37	-0.38	0.08	-0.09	Asb8	mmu-miR-142a-5p
ENSMUSG00000048175	MIMAT0000158	0	3	-0.57	-0.29	-0.35	-0.49	-0.51	-0.33	-0.38	Asb8	mmu-miR-146a-5p
ENSMUSG00000048175	MIMAT0000165	1	0	-0.6	-0.29	-0.35	-0.52	-0.52	-0.33	-0.38	Asb8	mmu-miR-155-5p
ENSMUSG00000048200	MIMAT0000154	0	0	0.48	0.02	0.08	0.65	0.67	0.05	0.09	Cracr2b	mmu-miR-142a-5p
ENSMUSG00000048200	MIMAT0000158	0	0	0.76	0.72	0.7	0.8	0.83	0.7	0.69	Cracr2b	mmu-miR-146a-5p
ENSMUSG00000048200	MIMAT0000165	1	0	0.66	0.72	0.7	0.93	0.92	0.7	0.69	Cracr2b	mmu-miR-155-5p
ENSMUSG00000048251	MIMAT0000154	0	0	-0.73	-0.36	-0.61	-0.75	-0.67	-0.28	-0.56	Bcl11b	mmu-miR-142a-5p
ENSMUSG00000048251	MIMAT0000158	0	0	-0.62	-0.74	-0.82	-0.61	-0.54	-0.67	-0.73	Bcl11b	mmu-miR-146a-5p
ENSMUSG00000048251	MIMAT0000165	1	0	-0.61	-0.74	-0.82	-0.52	-0.5	-0.67	-0.73	Bcl11b	mmu-miR-155-5p
ENSMUSG00000048279	MIMAT0000154	1	5	-0.63	0.1	-0.1	-0.58	-0.56	0.13	-0.06	Sacs	mmu-miR-142a-5p
ENSMUSG00000048279	MIMAT0000158	0	0	-0.73	-0.67	-0.74	-0.72	-0.72	-0.6	-0.67	Sacs	mmu-miR-146a-5p
ENSMUSG00000048279	MIMAT0000165	1	0	-0.91	-0.67	-0.74	-0.85	-0.85	-0.6	-0.67	Sacs	mmu-miR-155-5p
ENSMUSG00000048330	MIMAT0000154	0	0	-0.71	-0.09	-0.09	-0.62	-0.55	-0.03	-0.06	Ric3	mmu-miR-142a-5p
ENSMUSG00000048330	MIMAT0000158	0	2	-0.81	-0.64	-0.63	-0.84	-0.81	-0.61	-0.63	Ric3	mmu-miR-146a-5p
ENSMUSG00000048330	MIMAT0000165	0	0	-0.94	-0.64	-0.63	-0.94	-0.93	-0.61	-0.63	Ric3	mmu-miR-155-5p
ENSMUSG00000048332	MIMAT0000154	0	0	0.58	-0.04	0.06	0.57	0.56	-0.08	0.05	Lhfp	mmu-miR-142a-5p
ENSMUSG00000048332	MIMAT0000158	0	0	0.63	0.66	0.66	0.81	0.79	0.66	0.71	Lhfp	mmu-miR-146a-5p
ENSMUSG00000048332	MIMAT0000165	0	0	0.62	0.66	0.66	0.95	0.91	0.66	0.71	Lhfp	mmu-miR-155-5p
ENSMUSG00000048347	MIMAT0000154	0	3	-0.45	0.1	-0.1	-0.58	-0.56	0.13	-0.06	Pcdhb18	mmu-miR-142a-5p
ENSMUSG00000048347	MIMAT0000158	0	3	-0.5	-0.67	-0.74	-0.72	-0.72	-0.6	-0.67	Pcdhb18	mmu-miR-146a-5p
ENSMUSG00000048347	MIMAT0000165	1	1	-0.75	-0.67	-0.74	-0.85	-0.85	-0.6	-0.67	Pcdhb18	mmu-miR-155-5p
ENSMUSG00000048355	MIMAT0000154	0	0	-0.55	0.11	0.01	-0.5	-0.55	0.13	0	Arxes1	mmu-miR-142a-5p
ENSMUSG00000048355	MIMAT0000158	0	0	-0.67	-0.56	-0.6	-0.77	-0.74	-0.61	-0.72	Arxes1	mmu-miR-146a-5p
ENSMUSG00000048355	MIMAT0000165	1	0	-0.8	-0.56	-0.6	-0.91	-0.92	-0.61	-0.72	Arxes1	mmu-miR-155-5p
ENSMUSG00000048371	MIMAT0000154	0	0	-0.68	0.1	-0.1	-0.58	-0.56	0.13	-0.06	Pdp2	mmu-miR-142a-5p
ENSMUSG00000048371	MIMAT0000158	0	0	-0.75	-0.67	-0.74	-0.72	-0.72	-0.6	-0.67	Pdp2	mmu-miR-146a-5p
ENSMUSG00000048371	MIMAT0000165	1	0	-0.8	-0.67	-0.74	-0.85	-0.85	-0.6	-0.67	Pdp2	mmu-miR-155-5p
ENSMUSG00000048388	MIMAT0000154	0	0	-0.56	0.1	-0.1	-0.58	-0.56	0.13	-0.06	Fam171b	mmu-miR-142a-5p
ENSMUSG00000048388	MIMAT0000158	0	0	-0.58	-0.67	-0.74	-0.72	-0.72	-0.6	-0.67	Fam171b	mmu-miR-146a-5p
ENSMUSG00000048388	MIMAT0000165	1	0	-0.7	-0.67	-0.74	-0.85	-0.85	-0.6	-0.67	Fam171b	mmu-miR-155-5p
ENSMUSG00000048410	MIMAT0000154	0	0	-0.56	0.1	-0.1	-0.58	-0.56	0.13	-0.06	Zfp407	mmu-miR-142a-5p
ENSMUSG00000048410	MIMAT0000158	0	3	-0.71	-0.67	-0.74	-0.72	-0.72	-0.6	-0.67	Zfp407	mmu-miR-146a-5p
ENSMUSG00000048410	MIMAT0000165	0	5	-0.73	-0.67	-0.74	-0.85	-0.85	-0.6	-0.67	Zfp407	mmu-miR-155-5p
ENSMUSG00000048489	MIMAT0000154	0	0	0.54	0.02	0.08	0.65	0.67	0.05	0.09	Depp1	mmu-miR-142a-5p
ENSMUSG00000048489	MIMAT0000158	0	0	0.65	0.72	0.7	0.8	0.83	0.7	0.69	Depp1	mmu-miR-146a-5p
ENSMUSG00000048489	MIMAT0000165	1	0	0.69	0.72	0.7	0.93	0.92	0.7	0.69	Depp1	mmu-miR-155-5p
ENSMUSG00000048497	MIMAT0000154	0	0	0.18	0.25	0.02	-0.01	0.05	0.22	-0.05	Mmgt2	mmu-miR-142a-5p
ENSMUSG00000048497	MIMAT0000158	0	0	0.01	-0.17	-0.2	-0.1	0.02	-0.15	-0.14	Mmgt2	mmu-miR-146a-5p
ENSMUSG00000048497	MIMAT0000165	0	0	0.17	-0.17	-0.2	-0.11	0	-0.15	-0.14	Mmgt2	mmu-miR-155-5p
ENSMUSG00000048537	MIMAT0000154	0	0	0.57	-0.09	0.11	0.53	0.51	-0.12	0.09	Phldb1	mmu-miR-142a-5p
ENSMUSG00000048537	MIMAT0000158	0	0	0.82	0.62	0.67	0.73	0.69	0.58	0.57	Phldb1	mmu-miR-146a-5p
ENSMUSG00000048537	MIMAT0000165	1	0	0.76	0.62	0.67	0.78	0.77	0.58	0.57	Phldb1	mmu-miR-155-5p
ENSMUSG00000048540	MIMAT0000154	0	6	-0.23	0.1	-0.1	-0.58	-0.56	0.13	-0.06	Nhlh2	mmu-miR-142a-5p
ENSMUSG00000048540	MIMAT0000158	0	5	-0.48	-0.67	-0.74	-0.72	-0.72	-0.6	-0.67	Nhlh2	mmu-miR-146a-5p
ENSMUSG00000048540	MIMAT0000165	0	0	-0.42	-0.67	-0.74	-0.85	-0.85	-0.6	-0.67	Nhlh2	mmu-miR-155-5p
ENSMUSG00000048578	MIMAT0000154	0	0	0.46	0.36	0.21	0.64	0.6	0.43	0.24	Mlec	mmu-miR-142a-5p
ENSMUSG00000048578	MIMAT0000158	0	0	0.59	0.34	0.28	0.7	0.67	0.29	0.24	Mlec	mmu-miR-146a-5p
ENSMUSG00000048578	MIMAT0000165	1	1	0.72	0.34	0.28	0.75	0.67	0.29	0.24	Mlec	mmu-miR-155-5p
ENSMUSG00000048644	MIMAT0000154	0	3	0.31	-0.19	0.06	0.46	0.34	-0.33	-0.1	Ctxn1	mmu-miR-142a-5p
ENSMUSG00000048644	MIMAT0000158	0	0	0.54	0.66	0.75	0.6	0.53	0.57	0.71	Ctxn1	mmu-miR-146a-5p
ENSMUSG00000048644	MIMAT0000165	1	1	0.7	0.66	0.75	0.76	0.69	0.57	0.71	Ctxn1	mmu-miR-155-5p
ENSMUSG00000048696	MIMAT0000154	0	0	0.38	-0.19	0.06	0.46	0.34	-0.33	-0.1	Mex3d	mmu-miR-142a-5p
ENSMUSG00000048696	MIMAT0000158	0	0	0.61	0.66	0.75	0.6	0.53	0.57	0.71	Mex3d	mmu-miR-146a-5p
ENSMUSG00000048696	MIMAT0000165	0	0	0.75	0.66	0.75	0.76	0.69	0.57	0.71	Mex3d	mmu-miR-155-5p
ENSMUSG00000048701	MIMAT0000154	0	4	0.19	0.36	0.21	0.64	0.6	0.43	0.24	Ccdc6	mmu-miR-142a-5p
ENSMUSG00000048701	MIMAT0000158	0	0	0.4	0.34	0.28	0.7	0.67	0.29	0.24	Ccdc6	mmu-miR-146a-5p
ENSMUSG00000048701	MIMAT0000165	1	1	0.46	0.34	0.28	0.75	0.67	0.29	0.24	Ccdc6	mmu-miR-155-5p
ENSMUSG00000048707	MIMAT0000154	0	0	0.87	-0.04	0.06	0.57	0.56	-0.08	0.05	Tprn	mmu-miR-142a-5p
ENSMUSG00000048707	MIMAT0000158	0	0	0.86	0.66	0.66	0.81	0.79	0.66	0.71	Tprn	mmu-miR-146a-5p
ENSMUSG00000048707	MIMAT0000165	1	0	0.87	0.66	0.66	0.95	0.91	0.66	0.71	Tprn	mmu-miR-155-5p
ENSMUSG00000048747	MIMAT0000154	0	0	0.66	-0.04	0.06	0.57	0.56	-0.08	0.05	NA	mmu-miR-142a-5p
ENSMUSG00000048747	MIMAT0000158	0	0	0.59	0.66	0.66	0.81	0.79	0.66	0.71	NA	mmu-miR-146a-5p
ENSMUSG00000048747	MIMAT0000165	0	0	0.68	0.66	0.66	0.95	0.91	0.66	0.71	NA	mmu-miR-155-5p
ENSMUSG00000048756	MIMAT0000154	0	0	0.36	0.12	0.06	0.49	0.51	0.04	0.02	Foxo3	mmu-miR-142a-5p
ENSMUSG00000048756	MIMAT0000158	0	3	0.64	0.46	0.36	0.81	0.84	0.51	0.48	Foxo3	mmu-miR-146a-5p
ENSMUSG00000048756	MIMAT0000165	0	0	0.6	0.46	0.36	0.86	0.88	0.51	0.48	Foxo3	mmu-miR-155-5p
ENSMUSG00000048772	MIMAT0000154	0	0	-0.38	0.12	-0.04	-0.37	-0.38	0.08	-0.09	Tmem53	mmu-miR-142a-5p
ENSMUSG00000048772	MIMAT0000158	0	0	-0.35	-0.29	-0.35	-0.49	-0.51	-0.33	-0.38	Tmem53	mmu-miR-146a-5p
ENSMUSG00000048772	MIMAT0000165	0	0	-0.45	-0.29	-0.35	-0.52	-0.52	-0.33	-0.38	Tmem53	mmu-miR-155-5p
ENSMUSG00000048779	MIMAT0000154	0	0	0.84	0.3	0.34	0.82	0.81	0.29	0.35	P2ry6	mmu-miR-142a-5p
ENSMUSG00000048779	MIMAT0000158	0	0	0.91	0.72	0.67	0.92	0.93	0.73	0.68	P2ry6	mmu-miR-146a-5p
ENSMUSG00000048779	MIMAT0000165	1	0	0.94	0.72	0.67	0.97	0.98	0.73	0.68	P2ry6	mmu-miR-155-5p
ENSMUSG00000048782	MIMAT0000154	0	0	0.48	-0.04	0.06	0.57	0.56	-0.08	0.05	Insc	mmu-miR-142a-5p
ENSMUSG00000048782	MIMAT0000158	0	0	0.77	0.66	0.66	0.81	0.79	0.66	0.71	Insc	mmu-miR-146a-5p
ENSMUSG00000048782	MIMAT0000165	0	0	0.86	0.66	0.66	0.95	0.91	0.66	0.71	Insc	mmu-miR-155-5p
ENSMUSG00000048799	MIMAT0000154	0	4	-0.64	0.1	-0.1	-0.58	-0.56	0.13	-0.06	Cep120	mmu-miR-142a-5p
ENSMUSG00000048799	MIMAT0000158	0	0	-0.6	-0.67	-0.74	-0.72	-0.72	-0.6	-0.67	Cep120	mmu-miR-146a-5p
ENSMUSG00000048799	MIMAT0000165	0	0	-0.66	-0.67	-0.74	-0.85	-0.85	-0.6	-0.67	Cep120	mmu-miR-155-5p
ENSMUSG00000048807	MIMAT0000154	0	0	0.33	-0.04	0.06	0.57	0.56	-0.08	0.05	Slc35e4	mmu-miR-142a-5p
ENSMUSG00000048807	MIMAT0000158	0	0	0.55	0.66	0.66	0.81	0.79	0.66	0.71	Slc35e4	mmu-miR-146a-5p
ENSMUSG00000048807	MIMAT0000165	0	0	0.82	0.66	0.66	0.95	0.91	0.66	0.71	Slc35e4	mmu-miR-155-5p
ENSMUSG00000048865	MIMAT0000154	0	0	0.75	0.3	0.34	0.82	0.81	0.29	0.35	Arhgap30	mmu-miR-142a-5p
ENSMUSG00000048865	MIMAT0000158	0	0	0.89	0.72	0.67	0.92	0.93	0.73	0.68	Arhgap30	mmu-miR-146a-5p
ENSMUSG00000048865	MIMAT0000165	0	0	0.97	0.72	0.67	0.97	0.98	0.73	0.68	Arhgap30	mmu-miR-155-5p
ENSMUSG00000048897	MIMAT0000154	0	0	0.43	-0.04	0.06	0.57	0.56	-0.08	0.05	Zfp710	mmu-miR-142a-5p
ENSMUSG00000048897	MIMAT0000158	0	0	0.78	0.66	0.66	0.81	0.79	0.66	0.71	Zfp710	mmu-miR-146a-5p
ENSMUSG00000048897	MIMAT0000165	1	4	0.85	0.66	0.66	0.95	0.91	0.66	0.71	Zfp710	mmu-miR-155-5p
ENSMUSG00000048911	MIMAT0000154	0	0	-0.87	0.1	-0.1	-0.58	-0.56	0.13	-0.06	Rnf24	mmu-miR-142a-5p
ENSMUSG00000048911	MIMAT0000158	0	3	-0.68	-0.67	-0.74	-0.72	-0.72	-0.6	-0.67	Rnf24	mmu-miR-146a-5p
ENSMUSG00000048911	MIMAT0000165	1	1	-0.64	-0.67	-0.74	-0.85	-0.85	-0.6	-0.67	Rnf24	mmu-miR-155-5p
ENSMUSG00000048930	MIMAT0000154	0	0	0.42	-0.09	0.11	0.53	0.51	-0.12	0.09	Tada3	mmu-miR-142a-5p
ENSMUSG00000048930	MIMAT0000158	0	0	0.55	0.62	0.67	0.73	0.69	0.58	0.57	Tada3	mmu-miR-146a-5p
ENSMUSG00000048930	MIMAT0000165	1	0	0.68	0.62	0.67	0.78	0.77	0.58	0.57	Tada3	mmu-miR-155-5p
ENSMUSG00000048960	MIMAT0000154	1	4	-0.48	0.1	-0.1	-0.58	-0.56	0.13	-0.06	Prex2	mmu-miR-142a-5p
ENSMUSG00000048960	MIMAT0000158	0	0	-0.67	-0.67	-0.74	-0.72	-0.72	-0.6	-0.67	Prex2	mmu-miR-146a-5p
ENSMUSG00000048960	MIMAT0000165	1	1	-0.75	-0.67	-0.74	-0.85	-0.85	-0.6	-0.67	Prex2	mmu-miR-155-5p
ENSMUSG00000048978	MIMAT0000154	0	0	-0.24	-0.21	-0.2	-0.33	-0.1	-0.03	0	Nrsn1	mmu-miR-142a-5p
ENSMUSG00000048978	MIMAT0000158	0	0	-0.54	-0.36	-0.35	-0.71	-0.49	-0.15	-0.18	Nrsn1	mmu-miR-146a-5p
ENSMUSG00000048978	MIMAT0000165	0	0	-0.37	-0.36	-0.35	-0.54	-0.37	-0.15	-0.18	Nrsn1	mmu-miR-155-5p
ENSMUSG00000049001	MIMAT0000154	0	0	-0.66	0.1	-0.1	-0.58	-0.56	0.13	-0.06	Ndnf	mmu-miR-142a-5p
ENSMUSG00000049001	MIMAT0000158	0	0	-0.75	-0.67	-0.74	-0.72	-0.72	-0.6	-0.67	Ndnf	mmu-miR-146a-5p
ENSMUSG00000049001	MIMAT0000165	1	3	-0.78	-0.67	-0.74	-0.85	-0.85	-0.6	-0.67	Ndnf	mmu-miR-155-5p
ENSMUSG00000049076	MIMAT0000154	1	4	-0.47	0.35	0.11	-0.26	-0.21	0.42	0.22	Acap2	mmu-miR-142a-5p
ENSMUSG00000049076	MIMAT0000158	0	0	-0.35	-0.46	-0.69	-0.31	-0.36	-0.48	-0.66	Acap2	mmu-miR-146a-5p
ENSMUSG00000049076	MIMAT0000165	0	0	-0.51	-0.46	-0.69	-0.53	-0.61	-0.48	-0.66	Acap2	mmu-miR-155-5p
ENSMUSG00000049092	MIMAT0000154	0	0	-0.29	0.1	-0.1	-0.58	-0.56	0.13	-0.06	Gpr137c	mmu-miR-142a-5p
ENSMUSG00000049092	MIMAT0000158	0	0	-0.33	-0.67	-0.74	-0.72	-0.72	-0.6	-0.67	Gpr137c	mmu-miR-146a-5p
ENSMUSG00000049092	MIMAT0000165	1	1	-0.54	-0.67	-0.74	-0.85	-0.85	-0.6	-0.67	Gpr137c	mmu-miR-155-5p
ENSMUSG00000049103	MIMAT0000154	0	0	0.75	0.32	0.57	0.78	0.75	0.41	0.64	Ccr2	mmu-miR-142a-5p
ENSMUSG00000049103	MIMAT0000158	0	0	0.6	0.53	0.63	0.6	0.6	0.48	0.49	Ccr2	mmu-miR-146a-5p
ENSMUSG00000049103	MIMAT0000165	1	2	0.71	0.53	0.63	0.66	0.6	0.48	0.49	Ccr2	mmu-miR-155-5p
ENSMUSG00000049122	MIMAT0000154	0	2	-0.6	0.12	-0.04	-0.37	-0.38	0.08	-0.09	Frmd3	mmu-miR-142a-5p
ENSMUSG00000049122	MIMAT0000158	0	5	-0.57	-0.29	-0.35	-0.49	-0.51	-0.33	-0.38	Frmd3	mmu-miR-146a-5p
ENSMUSG00000049122	MIMAT0000165	0	0	-0.69	-0.29	-0.35	-0.52	-0.52	-0.33	-0.38	Frmd3	mmu-miR-155-5p
ENSMUSG00000049124	MIMAT0000154	0	0	0.2	-0.19	0.06	0.46	0.34	-0.33	-0.1	NA	mmu-miR-142a-5p
ENSMUSG00000049124	MIMAT0000158	0	0	0.41	0.66	0.75	0.6	0.53	0.57	0.71	NA	mmu-miR-146a-5p
ENSMUSG00000049124	MIMAT0000165	0	0	0.62	0.66	0.75	0.76	0.69	0.57	0.71	NA	mmu-miR-155-5p
